,org:resource,lifecycle:transition,concept:name,time:timestamp,case:REG_DATE,case:concept:name,case:AMOUNT_REQ
22,10861,COMPLETE,O_CANCELLED,2011-10-17 19:43:53.587000+02:00,2011-10-01 08:10:30.287000+02:00,173694,7000
23,10861,COMPLETE,O_CREATED,2011-10-17 19:43:55.219000+02:00,2011-10-01 08:10:30.287000+02:00,173694,7000
24,10861,COMPLETE,O_SENT,2011-10-17 19:43:55.387000+02:00,2011-10-01 08:10:30.287000+02:00,173694,7000
25,11049,COMPLETE,O_SENT_BACK,2011-11-02 09:15:16.203000+01:00,2011-10-01 08:10:30.287000+02:00,173694,7000
26,10609,COMPLETE,O_ACCEPTED,2011-11-04 16:04:52.611000+01:00,2011-10-01 08:10:30.287000+02:00,173694,7000
27,10912,COMPLETE,O_SELECTED,2011-10-01 12:30:20.556000+02:00,2011-10-01 09:59:10.501000+02:00,173715,45000
28,10912,COMPLETE,O_CREATED,2011-10-01 12:30:21.780000+02:00,2011-10-01 09:59:10.501000+02:00,173715,45000
29,10912,COMPLETE,O_SENT,2011-10-01 12:30:21.806000+02:00,2011-10-01 09:59:10.501000+02:00,173715,45000
30,10899,COMPLETE,O_SENT_BACK,2011-10-10 12:54:03.401000+02:00,2011-10-01 09:59:10.501000+02:00,173715,45000
31,10138,COMPLETE,O_DECLINED,2011-10-13 11:05:24.620000+02:00,2011-10-01 09:59:10.501000+02:00,173715,45000
32,10862,COMPLETE,O_SELECTED,2011-10-01 10:44:40.725000+02:00,2011-10-01 10:37:39.362000+02:00,173718,15000
33,10862,COMPLETE,O_CREATED,2011-10-01 10:44:42.707000+02:00,2011-10-01 10:37:39.362000+02:00,173718,15000
34,10862,COMPLETE,O_SENT,2011-10-01 10:44:42.734000+02:00,2011-10-01 10:37:39.362000+02:00,173718,15000
35,10862,COMPLETE,O_SELECTED,2011-10-01 10:46:52.915000+02:00,2011-10-01 10:37:39.362000+02:00,173718,15000
36,10862,COMPLETE,O_CANCELLED,2011-10-01 10:46:52.915000+02:00,2011-10-01 10:37:39.362000+02:00,173718,15000
37,10862,COMPLETE,O_CREATED,2011-10-01 10:46:54.210000+02:00,2011-10-01 10:37:39.362000+02:00,173718,15000
38,10862,COMPLETE,O_SENT,2011-10-01 10:46:54.233000+02:00,2011-10-01 10:37:39.362000+02:00,173718,15000
39,11049,COMPLETE,O_SENT_BACK,2011-10-10 10:55:04.984000+02:00,2011-10-01 10:37:39.362000+02:00,173718,15000
40,10972,COMPLETE,O_ACCEPTED,2011-10-27 09:17:53.327000+02:00,2011-10-01 10:37:39.362000+02:00,173718,15000
41,10939,COMPLETE,O_SELECTED,2011-10-01 11:20:47.605000+02:00,2011-10-01 11:07:34.279000+02:00,173721,9000
42,10939,COMPLETE,O_CREATED,2011-10-01 11:20:49.026000+02:00,2011-10-01 11:07:34.279000+02:00,173721,9000
43,10939,COMPLETE,O_SENT,2011-10-01 11:20:49.058000+02:00,2011-10-01 11:07:34.279000+02:00,173721,9000
44,11029,COMPLETE,O_SENT_BACK,2011-10-06 09:49:46.110000+02:00,2011-10-01 11:07:34.279000+02:00,173721,9000
45,11009,COMPLETE,O_DECLINED,2011-10-10 16:28:25.531000+02:00,2011-10-01 11:07:34.279000+02:00,173721,9000
46,11203,COMPLETE,O_SELECTED,2011-10-01 15:40:08.254000+02:00,2011-10-01 12:36:08.943000+02:00,173730,15000
47,11203,COMPLETE,O_CREATED,2011-10-01 15:40:09.986000+02:00,2011-10-01 12:36:08.943000+02:00,173730,15000
48,11203,COMPLETE,O_SENT,2011-10-01 15:40:10.012000+02:00,2011-10-01 12:36:08.943000+02:00,173730,15000
49,11029,COMPLETE,O_SENT_BACK,2011-10-14 10:21:08.195000+02:00,2011-10-01 12:36:08.943000+02:00,173730,15000
50,10972,COMPLETE,O_ACCEPTED,2011-10-21 09:08:14.250000+02:00,2011-10-01 12:36:08.943000+02:00,173730,15000
51,11203,COMPLETE,O_SELECTED,2011-10-01 16:05:26.312000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
52,11203,COMPLETE,O_CREATED,2011-10-01 16:05:27.699000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
53,11203,COMPLETE,O_SENT,2011-10-01 16:05:27.739000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
54,10982,COMPLETE,O_SELECTED,2011-10-04 12:59:20.034000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
55,10982,COMPLETE,O_CANCELLED,2011-10-04 12:59:20.034000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
56,10982,COMPLETE,O_CREATED,2011-10-04 12:59:21.264000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
57,10982,COMPLETE,O_SENT,2011-10-04 12:59:21.304000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
58,10899,COMPLETE,O_SENT_BACK,2011-10-10 13:33:58.634000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
59,11169,COMPLETE,O_SELECTED,2011-10-13 11:36:52.601000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
60,11169,COMPLETE,O_CANCELLED,2011-10-13 11:36:52.601000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
61,11169,COMPLETE,O_CREATED,2011-10-13 11:36:53.652000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
62,11169,COMPLETE,O_SENT,2011-10-13 11:36:53.686000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
63,11029,COMPLETE,O_SENT_BACK,2011-10-18 10:20:36.413000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
64,10809,COMPLETE,O_ACCEPTED,2011-10-18 12:01:28.757000+02:00,2011-10-01 13:01:58.813000+02:00,173736,15000
65,11000,COMPLETE,O_SELECTED,2011-10-01 15:56:39.615000+02:00,2011-10-01 13:12:58.663000+02:00,173739,10000
66,11000,COMPLETE,O_CREATED,2011-10-01 15:56:40.771000+02:00,2011-10-01 13:12:58.663000+02:00,173739,10000
67,11000,COMPLETE,O_SENT,2011-10-01 15:56:40.801000+02:00,2011-10-01 13:12:58.663000+02:00,173739,10000
68,11029,COMPLETE,O_SENT_BACK,2011-10-11 10:19:12.541000+02:00,2011-10-01 13:12:58.663000+02:00,173739,10000
69,10629,COMPLETE,O_ACCEPTED,2011-10-14 16:22:47.530000+02:00,2011-10-01 13:12:58.663000+02:00,173739,10000
70,11111,COMPLETE,O_SELECTED,2011-10-01 15:58:41.855000+02:00,2011-10-01 14:08:16.293000+02:00,173745,2000
71,11111,COMPLETE,O_CREATED,2011-10-01 15:58:44.837000+02:00,2011-10-01 14:08:16.293000+02:00,173745,2000
72,11111,COMPLETE,O_SENT,2011-10-01 15:58:44.859000+02:00,2011-10-01 14:08:16.293000+02:00,173745,2000
73,11000,COMPLETE,O_CANCELLED,2011-10-08 12:45:57.789000+02:00,2011-10-01 14:08:16.293000+02:00,173745,2000
74,11119,COMPLETE,O_SELECTED,2011-10-01 16:36:44.831000+02:00,2011-10-01 14:09:16.087000+02:00,173748,5000
75,11119,COMPLETE,O_CREATED,2011-10-01 16:37:32.632000+02:00,2011-10-01 14:09:16.087000+02:00,173748,5000
76,11119,COMPLETE,O_SENT,2011-10-01 16:37:32.669000+02:00,2011-10-01 14:09:16.087000+02:00,173748,5000
77,11119,COMPLETE,O_CANCELLED,2011-10-01 16:42:16.406000+02:00,2011-10-01 14:09:16.087000+02:00,173748,5000
78,11119,COMPLETE,O_SELECTED,2011-10-01 16:42:16.406000+02:00,2011-10-01 14:09:16.087000+02:00,173748,5000
79,11119,COMPLETE,O_CREATED,2011-10-01 16:42:17.394000+02:00,2011-10-01 14:09:16.087000+02:00,173748,5000
80,11119,COMPLETE,O_SENT,2011-10-01 16:42:17.419000+02:00,2011-10-01 14:09:16.087000+02:00,173748,5000
81,11001,COMPLETE,O_DECLINED,2011-10-03 16:44:19.335000+02:00,2011-10-01 14:09:16.087000+02:00,173748,5000
82,11111,COMPLETE,O_SELECTED,2011-10-01 16:49:59.191000+02:00,2011-10-01 14:14:39.442000+02:00,173751,10000
83,11111,COMPLETE,O_CREATED,2011-10-01 16:50:00.969000+02:00,2011-10-01 14:14:39.442000+02:00,173751,10000
84,11111,COMPLETE,O_SENT,2011-10-01 16:50:01.004000+02:00,2011-10-01 14:14:39.442000+02:00,173751,10000
85,10899,COMPLETE,O_SENT_BACK,2011-10-07 12:40:18.319000+02:00,2011-10-01 14:14:39.442000+02:00,173751,10000
86,10138,COMPLETE,O_ACCEPTED,2011-10-11 10:39:30.983000+02:00,2011-10-01 14:14:39.442000+02:00,173751,10000
87,11019,COMPLETE,O_SELECTED,2011-10-01 16:01:43.413000+02:00,2011-10-01 15:15:17.454000+02:00,173760,32000
88,11019,COMPLETE,O_CREATED,2011-10-01 16:01:44.340000+02:00,2011-10-01 15:15:17.454000+02:00,173760,32000
89,11019,COMPLETE,O_SENT,2011-10-01 16:01:44.367000+02:00,2011-10-01 15:15:17.454000+02:00,173760,32000
90,11049,COMPLETE,O_SENT_BACK,2011-10-11 11:01:37.837000+02:00,2011-10-01 15:15:17.454000+02:00,173760,32000
91,10972,COMPLETE,O_ACCEPTED,2011-10-14 15:41:03.384000+02:00,2011-10-01 15:15:17.454000+02:00,173760,32000
92,11122,COMPLETE,O_SELECTED,2011-10-04 17:37:27.175000+02:00,2011-10-01 19:05:56.897000+02:00,173784,5000
93,11122,COMPLETE,O_CREATED,2011-10-04 17:37:28.370000+02:00,2011-10-01 19:05:56.897000+02:00,173784,5000
94,11122,COMPLETE,O_SENT,2011-10-04 17:37:28.412000+02:00,2011-10-01 19:05:56.897000+02:00,173784,5000
95,11049,COMPLETE,O_SENT_BACK,2011-10-17 11:29:14.489000+02:00,2011-10-01 19:05:56.897000+02:00,173784,5000
96,10609,COMPLETE,O_ACCEPTED,2011-11-15 12:50:28.812000+01:00,2011-10-01 19:05:56.897000+02:00,173784,5000
97,11202,COMPLETE,O_SELECTED,2011-10-03 09:31:07.141000+02:00,2011-10-01 19:06:01.646000+02:00,173787,5000
98,11202,COMPLETE,O_CREATED,2011-10-03 09:31:08.267000+02:00,2011-10-01 19:06:01.646000+02:00,173787,5000
99,11202,COMPLETE,O_SENT,2011-10-03 09:31:08.302000+02:00,2011-10-01 19:06:01.646000+02:00,173787,5000
100,11202,COMPLETE,O_CANCELLED,2011-10-03 09:36:43.291000+02:00,2011-10-01 19:06:01.646000+02:00,173787,5000
101,11202,COMPLETE,O_SELECTED,2011-10-03 09:36:43.291000+02:00,2011-10-01 19:06:01.646000+02:00,173787,5000
102,11202,COMPLETE,O_CREATED,2011-10-03 09:36:44.181000+02:00,2011-10-01 19:06:01.646000+02:00,173787,5000
103,11202,COMPLETE,O_SENT,2011-10-03 09:36:44.208000+02:00,2011-10-01 19:06:01.646000+02:00,173787,5000
104,11119,COMPLETE,O_CANCELLED,2011-10-19 18:51:53.683000+02:00,2011-10-01 19:06:01.646000+02:00,173787,5000
105,11120,COMPLETE,O_SELECTED,2011-10-03 09:26:10.575000+02:00,2011-10-01 19:14:15.425000+02:00,173790,5000
106,11120,COMPLETE,O_CREATED,2011-10-03 09:26:11.521000+02:00,2011-10-01 19:14:15.425000+02:00,173790,5000
107,11120,COMPLETE,O_SENT,2011-10-03 09:26:11.544000+02:00,2011-10-01 19:14:15.425000+02:00,173790,5000
108,10789,COMPLETE,O_SENT_BACK,2011-10-07 12:37:07.523000+02:00,2011-10-01 19:14:15.425000+02:00,173790,5000
109,10609,COMPLETE,O_ACCEPTED,2011-10-10 14:22:35.594000+02:00,2011-10-01 19:14:15.425000+02:00,173790,5000
110,11120,COMPLETE,O_SELECTED,2011-10-03 14:53:19.306000+02:00,2011-10-01 19:32:46.330000+02:00,173793,6000
111,11120,COMPLETE,O_CREATED,2011-10-03 14:53:20.371000+02:00,2011-10-01 19:32:46.330000+02:00,173793,6000
112,11120,COMPLETE,O_SENT,2011-10-03 14:53:20.393000+02:00,2011-10-01 19:32:46.330000+02:00,173793,6000
113,11029,COMPLETE,O_SENT_BACK,2011-10-14 10:08:48.626000+02:00,2011-10-01 19:32:46.330000+02:00,173793,6000
114,10609,COMPLETE,O_ACCEPTED,2011-10-18 11:25:03.798000+02:00,2011-10-01 19:32:46.330000+02:00,173793,6000
115,11001,COMPLETE,O_SELECTED,2011-10-03 11:15:53.537000+02:00,2011-10-01 20:19:11.828000+02:00,173796,15000
116,11001,COMPLETE,O_CREATED,2011-10-03 11:16:42.008000+02:00,2011-10-01 20:19:11.828000+02:00,173796,15000
117,11001,COMPLETE,O_SENT,2011-10-03 11:16:42.037000+02:00,2011-10-01 20:19:11.828000+02:00,173796,15000
118,11201,COMPLETE,O_CANCELLED,2011-10-10 17:23:53.999000+02:00,2011-10-01 20:19:11.828000+02:00,173796,15000
119,11202,COMPLETE,O_SELECTED,2011-10-03 09:53:24.490000+02:00,2011-10-01 21:07:54.696000+02:00,173805,5000
120,11202,COMPLETE,O_CREATED,2011-10-03 09:53:25.300000+02:00,2011-10-01 21:07:54.696000+02:00,173805,5000
121,11202,COMPLETE,O_SENT,2011-10-03 09:53:25.329000+02:00,2011-10-01 21:07:54.696000+02:00,173805,5000
122,112,COMPLETE,O_CANCELLED,2011-11-03 09:15:16.500000+01:00,2011-10-01 21:07:54.696000+02:00,173805,5000
123,11180,COMPLETE,O_SELECTED,2011-10-03 11:47:47.198000+02:00,2011-10-01 22:59:29.233000+02:00,173811,50000
124,11180,COMPLETE,O_CREATED,2011-10-03 11:47:48.320000+02:00,2011-10-01 22:59:29.233000+02:00,173811,50000
125,11180,COMPLETE,O_SENT,2011-10-03 11:47:48.346000+02:00,2011-10-01 22:59:29.233000+02:00,173811,50000
126,112,COMPLETE,O_CANCELLED,2011-11-03 09:15:25.320000+01:00,2011-10-01 22:59:29.233000+02:00,173811,50000
127,11180,COMPLETE,O_SELECTED,2011-10-03 09:52:38.282000+02:00,2011-10-02 00:57:28.742000+02:00,173817,7000
128,11180,COMPLETE,O_CREATED,2011-10-03 09:52:39.285000+02:00,2011-10-02 00:57:28.742000+02:00,173817,7000
129,11180,COMPLETE,O_SENT,2011-10-03 09:52:39.309000+02:00,2011-10-02 00:57:28.742000+02:00,173817,7000
130,11180,COMPLETE,O_CANCELLED,2011-10-03 09:53:26.256000+02:00,2011-10-02 00:57:28.742000+02:00,173817,7000
131,11180,COMPLETE,O_SELECTED,2011-10-03 09:53:26.256000+02:00,2011-10-02 00:57:28.742000+02:00,173817,7000
132,11180,COMPLETE,O_CREATED,2011-10-03 09:53:27.636000+02:00,2011-10-02 00:57:28.742000+02:00,173817,7000
133,11180,COMPLETE,O_SENT,2011-10-03 09:53:27.660000+02:00,2011-10-02 00:57:28.742000+02:00,173817,7000
134,10899,COMPLETE,O_SENT_BACK,2011-10-07 13:23:32.793000+02:00,2011-10-02 00:57:28.742000+02:00,173817,7000
135,10609,COMPLETE,O_DECLINED,2011-10-11 09:15:45.243000+02:00,2011-10-02 00:57:28.742000+02:00,173817,7000
136,11120,COMPLETE,O_SELECTED,2011-10-03 09:57:31.958000+02:00,2011-10-02 09:23:29.387000+02:00,173823,15000
137,11120,COMPLETE,O_CREATED,2011-10-03 09:57:33.333000+02:00,2011-10-02 09:23:29.387000+02:00,173823,15000
138,11120,COMPLETE,O_SENT,2011-10-03 09:57:33.385000+02:00,2011-10-02 09:23:29.387000+02:00,173823,15000
139,10899,COMPLETE,O_SENT_BACK,2011-10-10 14:01:44.751000+02:00,2011-10-02 09:23:29.387000+02:00,173823,15000
140,10138,COMPLETE,O_DECLINED,2011-10-13 09:36:21.589000+02:00,2011-10-02 09:23:29.387000+02:00,173823,15000
141,11180,COMPLETE,O_SELECTED,2011-10-03 10:35:59.279000+02:00,2011-10-02 10:20:29.934000+02:00,173835,10000
142,11180,COMPLETE,O_CREATED,2011-10-03 10:36:00.341000+02:00,2011-10-02 10:20:29.934000+02:00,173835,10000
143,11180,COMPLETE,O_SENT,2011-10-03 10:36:00.372000+02:00,2011-10-02 10:20:29.934000+02:00,173835,10000
144,10861,COMPLETE,O_CANCELLED,2011-10-18 14:12:43.701000+02:00,2011-10-02 10:20:29.934000+02:00,173835,10000
145,11201,COMPLETE,O_SELECTED,2011-10-03 13:19:45.999000+02:00,2011-10-02 11:03:26.714000+02:00,173844,15500
146,11201,COMPLETE,O_CREATED,2011-10-03 13:19:47.043000+02:00,2011-10-02 11:03:26.714000+02:00,173844,15500
147,11201,COMPLETE,O_SENT,2011-10-03 13:19:47.073000+02:00,2011-10-02 11:03:26.714000+02:00,173844,15500
148,11049,COMPLETE,O_SENT_BACK,2011-10-10 10:17:48.189000+02:00,2011-10-02 11:03:26.714000+02:00,173844,15500
149,10629,COMPLETE,O_ACCEPTED,2011-10-11 14:57:01.617000+02:00,2011-10-02 11:03:26.714000+02:00,173844,15500
150,11202,COMPLETE,O_SELECTED,2011-10-03 10:22:05.122000+02:00,2011-10-02 11:26:19.625000+02:00,173847,5000
151,11202,COMPLETE,O_CREATED,2011-10-03 10:22:06.712000+02:00,2011-10-02 11:26:19.625000+02:00,173847,5000
152,11202,COMPLETE,O_SENT,2011-10-03 10:22:06.733000+02:00,2011-10-02 11:26:19.625000+02:00,173847,5000
153,10899,COMPLETE,O_SENT_BACK,2011-10-10 13:52:46.532000+02:00,2011-10-02 11:26:19.625000+02:00,173847,5000
154,10138,COMPLETE,O_DECLINED,2011-10-12 10:52:11.073000+02:00,2011-10-02 11:26:19.625000+02:00,173847,5000
155,11120,COMPLETE,O_SELECTED,2011-10-03 12:37:05.899000+02:00,2011-10-02 11:47:41.502000+02:00,173859,5000
156,11120,COMPLETE,O_CREATED,2011-10-03 12:37:07.181000+02:00,2011-10-02 11:47:41.502000+02:00,173859,5000
157,11120,COMPLETE,O_SENT,2011-10-03 12:37:07.220000+02:00,2011-10-02 11:47:41.502000+02:00,173859,5000
158,11120,COMPLETE,O_CANCELLED,2011-10-10 16:43:52.976000+02:00,2011-10-02 11:47:41.502000+02:00,173859,5000
159,11180,COMPLETE,O_SELECTED,2011-10-03 10:21:41.574000+02:00,2011-10-02 12:24:18.960000+02:00,173868,5000
160,11180,COMPLETE,O_CREATED,2011-10-03 10:21:42.754000+02:00,2011-10-02 12:24:18.960000+02:00,173868,5000
161,11180,COMPLETE,O_SENT,2011-10-03 10:21:42.783000+02:00,2011-10-02 12:24:18.960000+02:00,173868,5000
162,11029,COMPLETE,O_SENT_BACK,2011-10-20 09:11:49.533000+02:00,2011-10-02 12:24:18.960000+02:00,173868,5000
163,10609,COMPLETE,O_DECLINED,2011-10-26 08:07:33.910000+02:00,2011-10-02 12:24:18.960000+02:00,173868,5000
164,10909,COMPLETE,O_SELECTED,2011-10-04 19:40:46.526000+02:00,2011-10-02 13:05:34.993000+02:00,173871,15500
165,10909,COMPLETE,O_CREATED,2011-10-04 19:40:47.741000+02:00,2011-10-02 13:05:34.993000+02:00,173871,15500
166,10909,COMPLETE,O_SENT,2011-10-04 19:40:47.825000+02:00,2011-10-02 13:05:34.993000+02:00,173871,15500
167,11029,COMPLETE,O_SENT_BACK,2011-10-11 10:01:11.435000+02:00,2011-10-02 13:05:34.993000+02:00,173871,15500
168,10138,COMPLETE,O_DECLINED,2011-10-14 10:05:53.510000+02:00,2011-10-02 13:05:34.993000+02:00,173871,15500
169,11201,COMPLETE,O_SELECTED,2011-10-03 14:00:45.550000+02:00,2011-10-02 13:24:15.505000+02:00,173880,50000
170,11201,COMPLETE,O_CREATED,2011-10-03 14:00:46.779000+02:00,2011-10-02 13:24:15.505000+02:00,173880,50000
171,11201,COMPLETE,O_SENT,2011-10-03 14:00:46.805000+02:00,2011-10-02 13:24:15.505000+02:00,173880,50000
172,11029,COMPLETE,O_SENT_BACK,2011-10-24 11:28:26.304000+02:00,2011-10-02 13:24:15.505000+02:00,173880,50000
173,11169,COMPLETE,O_CANCELLED,2011-10-28 16:27:23.940000+02:00,2011-10-02 13:24:15.505000+02:00,173880,50000
174,11169,COMPLETE,O_SELECTED,2011-10-28 16:27:23.940000+02:00,2011-10-02 13:24:15.505000+02:00,173880,50000
175,11169,COMPLETE,O_CREATED,2011-10-28 16:27:25.408000+02:00,2011-10-02 13:24:15.505000+02:00,173880,50000
176,11169,COMPLETE,O_SENT,2011-10-28 16:27:25.432000+02:00,2011-10-02 13:24:15.505000+02:00,173880,50000
177,10789,COMPLETE,O_SENT_BACK,2011-11-04 11:46:11.099000+01:00,2011-10-02 13:24:15.505000+02:00,173880,50000
178,10138,COMPLETE,O_ACCEPTED,2011-11-04 13:09:38.785000+01:00,2011-10-02 13:24:15.505000+02:00,173880,50000
179,10889,COMPLETE,O_SELECTED,2011-10-03 16:51:47.497000+02:00,2011-10-02 16:05:39.817000+02:00,173898,7000
180,10889,COMPLETE,O_CREATED,2011-10-03 16:51:48.963000+02:00,2011-10-02 16:05:39.817000+02:00,173898,7000
181,10889,COMPLETE,O_SENT,2011-10-03 16:51:48.989000+02:00,2011-10-02 16:05:39.817000+02:00,173898,7000
182,11201,COMPLETE,O_CANCELLED,2011-10-13 20:00:46.495000+02:00,2011-10-02 16:05:39.817000+02:00,173898,7000
183,11202,COMPLETE,O_SELECTED,2011-10-03 10:43:47.996000+02:00,2011-10-02 17:18:05.023000+02:00,173913,5500
184,11202,COMPLETE,O_CREATED,2011-10-03 10:43:51.087000+02:00,2011-10-02 17:18:05.023000+02:00,173913,5500
185,11202,COMPLETE,O_SENT,2011-10-03 10:43:51.111000+02:00,2011-10-02 17:18:05.023000+02:00,173913,5500
186,10899,COMPLETE,O_SENT_BACK,2011-10-10 13:51:21.045000+02:00,2011-10-02 17:18:05.023000+02:00,173913,5500
187,10809,COMPLETE,O_ACCEPTED,2011-10-12 16:00:58.539000+02:00,2011-10-02 17:18:05.023000+02:00,173913,5500
188,11180,COMPLETE,O_SELECTED,2011-10-03 15:29:05.426000+02:00,2011-10-02 18:30:01.576000+02:00,173928,33000
189,11180,COMPLETE,O_CREATED,2011-10-03 15:29:06.737000+02:00,2011-10-02 18:30:01.576000+02:00,173928,33000
190,11180,COMPLETE,O_SENT,2011-10-03 15:29:06.772000+02:00,2011-10-02 18:30:01.576000+02:00,173928,33000
191,11180,COMPLETE,O_CANCELLED,2011-10-03 15:30:07.474000+02:00,2011-10-02 18:30:01.576000+02:00,173928,33000
192,11180,COMPLETE,O_SELECTED,2011-10-03 15:30:07.474000+02:00,2011-10-02 18:30:01.576000+02:00,173928,33000
193,11180,COMPLETE,O_CREATED,2011-10-03 15:30:09.051000+02:00,2011-10-02 18:30:01.576000+02:00,173928,33000
194,11180,COMPLETE,O_SENT,2011-10-03 15:30:09.183000+02:00,2011-10-02 18:30:01.576000+02:00,173928,33000
195,11029,COMPLETE,O_SENT_BACK,2011-10-26 10:23:27.146000+02:00,2011-10-02 18:30:01.576000+02:00,173928,33000
196,10972,COMPLETE,O_ACCEPTED,2011-11-29 09:27:25.615000+01:00,2011-10-02 18:30:01.576000+02:00,173928,33000
197,11119,COMPLETE,O_SELECTED,2011-10-03 18:51:13.204000+02:00,2011-10-02 21:08:02.233000+02:00,173940,7000
198,11119,COMPLETE,O_CREATED,2011-10-03 18:51:14.157000+02:00,2011-10-02 21:08:02.233000+02:00,173940,7000
199,11119,COMPLETE,O_SENT,2011-10-03 18:51:14.183000+02:00,2011-10-02 21:08:02.233000+02:00,173940,7000
200,10899,COMPLETE,O_SENT_BACK,2011-10-10 13:48:24.482000+02:00,2011-10-02 21:08:02.233000+02:00,173940,7000
201,10138,COMPLETE,O_ACCEPTED,2011-10-14 08:30:21.631000+02:00,2011-10-02 21:08:02.233000+02:00,173940,7000
202,10982,COMPLETE,O_SELECTED,2011-10-03 20:05:38.014000+02:00,2011-10-02 22:11:52.060000+02:00,173943,7493
203,10982,COMPLETE,O_CREATED,2011-10-03 20:06:25.844000+02:00,2011-10-02 22:11:52.060000+02:00,173943,7493
204,10982,COMPLETE,O_SENT,2011-10-03 20:06:25.883000+02:00,2011-10-02 22:11:52.060000+02:00,173943,7493
205,112,COMPLETE,O_CANCELLED,2011-11-03 09:15:32.067000+01:00,2011-10-02 22:11:52.060000+02:00,173943,7493
206,11180,COMPLETE,O_SELECTED,2011-10-03 10:53:05.133000+02:00,2011-10-02 22:51:17.311000+02:00,173946,8000
207,11180,COMPLETE,O_CREATED,2011-10-03 10:53:06.672000+02:00,2011-10-02 22:51:17.311000+02:00,173946,8000
208,11180,COMPLETE,O_SENT,2011-10-03 10:53:06.697000+02:00,2011-10-02 22:51:17.311000+02:00,173946,8000
209,112,COMPLETE,O_CANCELLED,2011-11-03 09:15:22.602000+01:00,2011-10-02 22:51:17.311000+02:00,173946,8000
